,EEX-ITALIAN BL M CONT - SETT. PRICE,EEX-ITALIAN BL M CON.LTDT - SETT. PRICE,EEX-ITALIAN BL M CON.WVOL - SETT. PRICE,EEX-ITALIAN BL M CONT.VOL - SETT. PRICE,EEX-ITALIAN BL M CONT.IDX - SETT. PRICE,EEX-ITALIAN BL M CONT.AVG - SETT. PRICE
10/05/2022,233.66,232.01,232.83,232.01,234.75,248.17
11/05/2022,239.5,233.08,236.29,233.08,235.83,252.29
12/05/2022,262.46,245.06,253.76,245.06,247.96,271.05
13/05/2022,250.78,240.61,245.69,240.61,243.45,263.59
16/05/2022,239.59,231.77,235.68,231.77,234.51,253.51
17/05/2022,242.19,235.13,238.66,235.13,237.91,256.25
18/05/2022,241.71,236.75,239.23,236.75,239.55,256.17
19/05/2022,234.9,235.45,235.17,235.45,238.23,250.01
20/05/2022,232,233.23,232.61,233.23,235.98,247.44
23/05/2022,224.63,231.26,227.94,231.26,233.99,237.66
24/05/2022,225.5,229.43,227.46,229.43,232.14,239.15
25/05/2022,227.25,229.19,228.22,229.19,231.9,238.93
26/05/2022,228.04,230.47,229.25,230.47,233.19,239.81
27/05/2022,229.37,231.06,230.21,231.06,233.79,242.23
30/05/2022,230.15,230.06,230.1,230.06,232.78,242.13
31/05/2022,238.19,238.19,238.19,238.19,240.91,256.33
01/06/2022,240.75,232.96,236.85,232.96,235.62,247.96
02/06/2022,236.42,233.57,234.99,233.57,236.23,248.33
03/06/2022,238.53,233.02,235.77,233.02,235.68,251.49
06/06/2022,234.66,232.23,233.44,232.23,234.88,245.92
07/06/2022,229.43,222.72,226.07,222.72,225.26,240.98
08/06/2022,224.81,217.8,221.3,217.8,220.28,235.8
09/06/2022,235.93,223.49,229.71,223.49,226.04,243.82
10/06/2022,233.92,224.72,229.32,224.72,227.28,243.61
13/06/2022,234.18,223.2,228.69,223.2,225.74,241.97
14/06/2022,260.2,232.16,246.18,232.16,234.81,258.78
15/06/2022,292.54,247.68,270.11,247.68,250.5,287.66
16/06/2022,340.47,269.57,305.02,269.57,272.64,323.5
17/06/2022,316.5,268.69,292.59,268.69,271.75,309.41
20/06/2022,320.57,267.1,293.83,267.1,270.14,313.64
21/06/2022,324.5,269.62,297.06,269.62,272.69,316.03
22/06/2022,330.96,273.49,302.22,273.49,276.61,322.23
23/06/2022,344.82,272.07,308.45,272.07,275.17,333.18
24/06/2022,343.5,274.18,308.84,274.18,277.3,333.02
27/06/2022,347.25,272.37,309.81,272.37,275.47,337.91
28/06/2022,343,270.99,306.99,270.99,274.08,338.78
29/06/2022,356.54,271.31,313.93,271.31,274.4,353.12
30/06/2022,372.64,372.64,372.64,372.64,286.79,379.62
01/07/2022,374.62,377.66,376.14,377.66,290.65,379.71
04/07/2022,406.19,402.94,404.56,402.94,310.11,408.74
05/07/2022,415.51,417.45,416.48,417.45,321.28,418.9
06/07/2022,427.48,461.57,444.52,461.57,355.23,436.51
07/07/2022,466,501.15,483.57,501.15,385.69,473.11
08/07/2022,451.83,471.94,461.89,471.94,363.21,455.63
11/07/2022,444.12,451.66,447.89,451.66,347.6,444.95
12/07/2022,449.36,442.73,446.04,442.73,340.73,449.34
13/07/2022,456.5,450.13,453.31,450.13,346.43,458.4
14/07/2022,452.01,444.31,448.16,444.31,341.95,453.8
15/07/2022,424.38,437.58,430.98,437.58,336.77,425.8
18/07/2022,418.5,441.43,429.96,441.43,339.73,425.14
19/07/2022,412.05,437.22,424.64,437.22,336.49,423.06
20/07/2022,396.67,430.87,413.77,430.87,331.6,411.09
21/07/2022,398.74,434.62,416.68,434.62,334.49,409.14
22/07/2022,420,435.41,427.7,435.41,335.1,427.73
25/07/2022,433.33,437.5,435.42,437.5,336.7,436.79
26/07/2022,483.27,442.22,462.74,442.22,340.34,484.83
27/07/2022,506.1,444.77,475.44,444.77,342.3,497.3
28/07/2022,494.75,442.55,468.65,442.55,340.59,491.22
29/07/2022,486.01,442.65,464.33,442.65,340.67,474.66
01/08/2022,500.51,472.24,486.38,472.24,331.01,490.84
02/08/2022,515.61,476.27,495.94,476.27,333.84,503.8
03/08/2022,511.29,478.29,494.79,478.29,335.26,501.73
04/08/2022,506.7,477.72,492.21,477.72,334.86,499.28
05/08/2022,500.37,477.94,489.16,477.94,335.01,500.81
08/08/2022,496.96,470.2,483.58,470.2,329.58,497.94
09/08/2022,489.11,459.38,474.24,459.38,322,494.38
10/08/2022,515.95,481.93,498.94,481.93,337.81,517.32
11/08/2022,524.54,494.22,509.38,494.22,346.42,533.62
12/08/2022,510.02,485.15,497.58,485.15,340.06,528.05
15/08/2022,532.5,486.78,509.64,486.78,341.21,539.11
16/08/2022,570.67,512.16,541.41,512.16,358.99,578.01
17/08/2022,561.58,516.37,538.98,516.37,361.95,576.15
18/08/2022,573.81,516.89,545.35,516.89,362.31,585.1
19/08/2022,581.25,526.29,553.77,526.29,368.9,599.12
22/08/2022,636,530.45,583.22,530.45,371.81,650.22
23/08/2022,623.72,531.7,577.71,531.7,372.69,642.51
24/08/2022,658.9,536.99,597.94,536.99,376.4,670.99
25/08/2022,710,551.9,630.95,551.9,386.85,701.43
26/08/2022,738.65,564.03,651.34,564.03,395.35,741.15
29/08/2022,668,546.3,607.15,546.3,382.92,660.86
30/08/2022,621.5,543.15,582.32,543.15,380.72,611.82
31/08/2022,569.54,569.54,569.54,569.54,348.89,550.13
01/09/2022,561.44,581.9,571.67,581.9,356.46,545.71
02/09/2022,539.25,547.16,543.2,547.16,335.18,522.01
05/09/2022,583.22,552.88,568.05,552.88,338.68,576.01
06/09/2022,549.91,516.77,533.34,516.77,316.56,512.62
07/09/2022,525,511.25,518.13,511.25,313.18,499.88
08/09/2022,502.89,493.4,498.14,493.4,302.24,473.53
09/09/2022,494.26,474.5,484.38,474.5,290.67,470.55
12/09/2022,471.75,460.42,466.08,460.42,282.04,455.92
13/09/2022,472.31,460.39,466.35,460.39,282.02,466.62
14/09/2022,506,469.09,487.54,469.09,287.35,501.84
15/09/2022,516.67,482.94,499.8,482.94,295.84,522.09
16/09/2022,470.65,453.57,462.11,453.57,277.84,479.88
19/09/2022,442.68,438.46,440.57,438.46,268.59,464.61
20/09/2022,444.86,433.21,439.03,433.21,265.37,471.02
21/09/2022,465.1,439.19,452.15,439.19,269.04,500.37
22/09/2022,459.33,437.08,448.21,437.08,267.74,485.42
23/09/2022,440.02,430.95,435.48,430.95,263.99,472.2
26/09/2022,429.02,432.57,430.79,432.57,264.98,464.9
27/09/2022,425.88,427.47,426.67,427.47,261.86,462.51
28/09/2022,444.79,430.31,437.55,430.31,263.59,481.87
29/09/2022,413.21,429.92,421.56,429.92,263.36,452.46
30/09/2022,372.06,372.06,372.06,372.06,237.13,434.87
03/10/2022,439.97,347.7,393.83,347.7,221.6,410.72
04/10/2022,418.25,324.48,371.36,324.48,206.8,391.24
05/10/2022,425.99,311.86,368.93,311.86,198.76,403.25
06/10/2022,418.14,343.58,380.86,343.58,218.98,401.46
07/10/2022,390.5,335.2,362.85,335.2,213.64,378.44
10/10/2022,387.13,304.54,345.83,304.54,194.1,377.92
11/10/2022,390.88,292.04,341.46,292.04,186.13,378.83
12/10/2022,387.37,286.26,336.81,286.26,182.45,377.27
13/10/2022,378.4,276.84,327.62,276.84,176.44,369.53
14/10/2022,376.5,262.37,319.44,262.37,167.22,356.91
17/10/2022,339.59,238.82,289.2,238.82,152.21,341.64
18/10/2022,306.23,226.16,266.19,226.16,144.14,320.87
19/10/2022,309.77,229.77,269.77,229.77,146.44,316.67
20/10/2022,333.87,229.79,281.83,229.79,146.45,346.89
21/10/2022,312.41,222.78,267.59,222.78,141.99,326.7
24/10/2022,274.5,214.67,244.58,214.67,136.82,308.78
25/10/2022,275.51,213.21,244.36,213.21,135.89,309.95
26/10/2022,273.5,212.93,243.21,212.93,135.71,309.57
27/10/2022,281.26,210.99,246.13,210.99,134.47,317.36
28/10/2022,289.34,209.92,249.63,209.92,133.79,329.98
31/10/2022,245,211.5,228.25,211.5,134.8,295.42
01/11/2022,313.43,240.88,277.15,240.88,132.53,291.43
02/11/2022,325.43,260.59,293.01,260.59,143.37,302.92
03/11/2022,317.54,259.36,288.45,259.36,142.7,305.83
04/11/2022,309.51,235.96,272.73,235.96,129.82,290.33
07/11/2022,293.25,207.11,250.18,207.11,113.95,276.76
08/11/2022,304.44,211.92,258.18,211.92,116.6,283.92
09/11/2022,304.58,222.85,263.71,222.85,122.61,286.15
10/11/2022,297.5,223.49,260.49,223.49,122.96,284.08
11/11/2022,269.38,207.36,238.37,207.36,114.09,262.57
14/11/2022,276.77,211.14,243.95,211.14,116.17,273.79
15/11/2022,301.72,220.89,261.3,220.89,121.53,299.72
16/11/2022,289.83,215.73,252.78,215.73,118.69,285.11
17/11/2022,280.13,215.12,247.62,215.12,118.36,279.36
18/11/2022,280.19,214.1,247.14,214.1,117.8,282.6
21/11/2022,295.09,213.39,254.24,213.39,117.41,287.76
22/11/2022,300.99,215.33,258.16,215.33,118.47,293.85
23/11/2022,308.01,222.01,265.01,222.01,122.15,301.84
24/11/2022,308.66,223.37,266.01,223.37,122.9,300.4
25/11/2022,309.93,222.48,266.2,222.48,122.41,300.9
28/11/2022,302.26,225.08,263.67,225.08,123.84,301.57
29/11/2022,321.8,224.51,273.15,224.51,123.52,312.74
30/11/2022,343.79,343.79,343.79,343.79,131.96,346.59
01/12/2022,371.47,348.38,359.92,348.38,133.73,341.83
02/12/2022,350.93,335.89,343.41,335.89,128.93,334.21
05/12/2022,350.97,343.81,347.39,343.81,131.97,332.78
06/12/2022,365.5,351.04,358.27,351.04,134.75,341.93
07/12/2022,387.65,364.79,376.22,364.79,140.03,363.07
08/12/2022,367.04,361.08,364.06,361.08,138.6,350
09/12/2022,372.43,353.75,363.09,353.75,135.79,346.44
12/12/2022,356.35,335.08,345.72,335.08,128.62,338.37
13/12/2022,357.06,331.89,344.47,331.89,127.4,335.11
14/12/2022,344,325.68,334.84,325.68,125.01,320.11
15/12/2022,347.67,324.85,336.26,324.85,124.69,321.91
16/12/2022,316.47,309.29,312.88,309.29,118.72,292.23
19/12/2022,298,303.63,300.81,303.63,116.55,283.74
20/12/2022,290.58,302.39,296.48,302.39,116.07,280.81
21/12/2022,273.65,298.44,286.04,298.44,114.56,267.56
22/12/2022,256.86,293.39,275.13,293.39,112.62,259.11
23/12/2022,249.37,288.32,268.84,288.32,110.67,248.34
26/12/2022,249.37,288.32,268.84,288.32,110.67,248.34
27/12/2022,246.63,290.37,268.5,290.37,111.46,243.53
28/12/2022,236,292.43,264.21,292.43,112.25,239.52
29/12/2022,236.75,292.15,264.45,292.15,112.14,239.36
30/12/2022,212.1,294.91,253.5,294.91,113.2,221.48
02/01/2023,228.5,202.73,215.61,202.73,108.2,207.33
03/01/2023,215.89,195.84,205.86,195.84,104.52,206.56
04/01/2023,196.2,182.17,189.18,182.17,97.23,187.05
05/01/2023,206.87,185.06,195.96,185.06,98.77,197.8
06/01/2023,202.67,184.53,193.6,184.53,98.49,196.97
09/01/2023,207.01,182.11,194.56,182.11,97.2,201.44
10/01/2023,199.2,180.67,189.93,180.67,96.43,193.84
11/01/2023,192.23,179.03,185.63,179.03,95.55,187.31
12/01/2023,197.29,183.29,190.29,183.29,97.82,188.38
13/01/2023,197.67,181.75,189.71,181.75,97,186.35
16/01/2023,176.83,173.37,175.1,173.37,92.53,169.06
17/01/2023,185.38,174.71,180.04,174.71,93.25,175.08
18/01/2023,186.27,176.04,181.15,176.04,93.96,177.56
19/01/2023,181.54,175.66,178.6,175.66,93.75,175.16
20/01/2023,188.05,176.7,182.38,176.7,94.31,183.38
23/01/2023,184.77,176.3,180.54,176.3,94.09,182.49
24/01/2023,169.58,174.76,172.17,174.76,93.27,168.06
25/01/2023,163.36,173.59,168.47,173.59,92.65,162.83
26/01/2023,164.68,174.07,169.38,174.07,92.9,163.76
27/01/2023,166.14,174.13,170.13,174.13,92.94,164.45
30/01/2023,165.23,174.49,169.86,174.49,93.13,164.53
31/01/2023,173.18,173.18,173.18,173.18,97.61,169.45
01/02/2023,169.23,173.77,171.5,173.77,97.94,173.91
02/02/2023,164.39,169.89,167.14,169.89,95.75,168.81
03/02/2023,168.19,170.67,169.43,170.67,96.19,171.24
06/02/2023,163.99,165.02,164.51,165.02,93.01,167.28
07/02/2023,159.33,162.39,160.86,162.39,91.53,163.16
08/02/2023,155.38,161.16,158.27,161.16,90.83,159.8
09/02/2023,157.65,161.6,159.63,161.6,91.08,159.71
10/02/2023,160.44,164.71,162.57,164.71,92.83,161.97
13/02/2023,156.55,162.37,159.46,162.37,91.52,158.31
14/02/2023,158.61,162.8,160.71,162.8,91.76,158.22
15/02/2023,161.86,164.36,163.11,164.36,92.64,162
16/02/2023,158.39,163.7,161.04,163.7,92.27,160.01
17/02/2023,152.35,161.02,156.68,161.02,90.75,154.86
20/02/2023,154.03,160.54,157.28,160.54,90.48,155.89
21/02/2023,151.8,160.02,155.91,160.02,90.19,152.77
22/02/2023,155.31,160.56,157.93,160.56,90.5,153.68
23/02/2023,154.77,160.92,157.85,160.92,90.7,155.25
24/02/2023,156.26,161.41,158.83,161.41,90.97,156.63
27/02/2023,147.15,161.07,154.11,161.07,90.78,150.73
28/02/2023,146.25,146.25,146.25,146.25,90.23,149.73
01/03/2023,139.92,149.45,144.68,149.45,92.2,149.99
02/03/2023,138.81,149.3,144.05,149.3,92.11,149.54
03/03/2023,134.55,144.14,139.35,144.14,88.93,145.39
06/03/2023,127.61,140.09,133.85,140.09,86.43,139.08
07/03/2023,130.26,137.98,134.12,137.98,85.13,141.05
08/03/2023,128.46,137,132.73,137,84.52,140.2
09/03/2023,129.44,136.32,132.88,136.32,84.1,142.53
10/03/2023,147.98,142.19,145.08,142.19,87.72,160.79
13/03/2023,143.76,140.64,142.2,140.64,86.77,156.5
14/03/2023,132.93,138.04,135.48,138.04,85.16,143.84
15/03/2023,127.92,137.09,132.5,137.09,84.58,140.07
16/03/2023,129.2,136.28,132.74,136.28,84.08,140.43
17/03/2023,127.58,135.25,131.41,135.25,83.44,138.48
20/03/2023,120.73,133.55,127.14,133.55,82.39,131.88
21/03/2023,128.5,134.86,131.68,134.86,83.2,137.83
22/03/2023,125.62,135.2,130.41,135.2,83.41,135.63
23/03/2023,132.83,135.78,134.3,135.78,83.77,141.87
24/03/2023,126.86,133.93,130.39,133.93,82.63,137.39
27/03/2023,129.89,135.13,132.51,135.13,83.37,138.75
28/03/2023,131.2,135.45,133.32,135.45,83.56,140.46
29/03/2023,130.57,136.43,133.5,136.43,84.17,140.19
30/03/2023,128.91,136.38,132.65,136.38,84.14,140.73
31/03/2023,137.86,137.86,137.86,137.86,89.98,154.82
03/04/2023,150.6,138.92,144.76,138.92,90.67,161.51
04/04/2023,144.63,141.77,143.2,141.77,92.53,156.56
05/04/2023,142.81,141.55,142.18,141.55,92.39,153.06
06/04/2023,138.74,137.84,138.29,137.84,89.97,150.65
07/04/2023,138.74,137.84,138.29,137.84,89.97,150.65
10/04/2023,138.74,137.84,138.29,137.84,89.97,150.65
11/04/2023,139.2,138.33,138.76,138.33,90.29,153.07
12/04/2023,138.53,138.54,138.53,138.54,90.42,151.07
13/04/2023,136.23,139.2,137.71,139.2,90.85,148.95
14/04/2023,134.42,138.76,136.59,138.76,90.57,147.53
17/04/2023,133.98,138.14,136.06,138.14,90.16,147.78
18/04/2023,137.88,138.94,138.41,138.94,90.68,150.66
19/04/2023,135.86,139.08,137.47,139.08,90.78,149.3
20/04/2023,135.43,138.58,137,138.58,90.45,147.64
21/04/2023,133.69,137.49,135.59,137.49,89.74,145.54
24/04/2023,128.87,135.18,132.02,135.18,88.23,142.2
25/04/2023,127.28,134.96,131.12,134.96,88.09,139.73
26/04/2023,125.03,134.97,130,134.97,88.09,137.96
27/04/2023,125.64,135.38,130.51,135.38,88.36,138.57
28/04/2023,125.88,135.27,130.57,135.27,88.29,137.89
01/05/2023,125.88,135.27,130.57,135.27,88.29,137.89
02/05/2023,127.06,123.44,125.25,123.44,86.58,142.27
03/05/2023,123.47,121.84,122.65,121.84,85.46,138.3
04/05/2023,119.68,119.61,119.64,119.61,83.89,135.31
05/05/2023,120.34,118.9,119.62,118.9,83.39,136.05
08/05/2023,121.69,120.88,121.29,120.88,84.78,137.16
09/05/2023,119.56,117.97,118.76,117.97,82.74,136.46
10/05/2023,117.79,116.91,117.35,116.91,82,135.19
11/05/2023,116.64,116.22,116.43,116.22,81.51,134.37
12/05/2023,112.99,115.65,114.32,115.65,81.11,130.56
15/05/2023,111.95,112.22,112.08,112.22,78.71,127.38
16/05/2023,111.4,112.39,111.89,112.39,78.83,125.1
17/05/2023,112.33,112.27,112.3,112.27,78.74,125.23
18/05/2023,108.5,111.79,110.14,111.79,78.41,123.53
19/05/2023,107.15,111.4,109.27,111.4,78.13,123.7
22/05/2023,104.8,109.59,107.19,109.59,76.86,121.03
23/05/2023,102.61,108.39,105.5,108.39,76.02,120.09
24/05/2023,100.92,107.35,104.13,107.35,75.29,117.39
25/05/2023,96.12,106.54,101.33,106.54,74.72,112.33
26/05/2023,92.75,106.03,99.39,106.03,74.37,109.3
29/05/2023,92.69,105.91,99.3,105.91,74.28,107.68
30/05/2023,90.03,105.73,97.88,105.73,74.16,106.71
31/05/2023,92.3,92.3,92.3,92.3,76.03,108.66
01/06/2023,92.99,88.79,90.89,88.79,73.14,107.48
02/06/2023,92.14,87.04,89.59,87.04,71.69,107.46
05/06/2023,105.06,91.73,98.39,91.73,75.56,117.31
06/06/2023,98.26,88.31,93.28,88.31,72.74,110.52
07/06/2023,102.83,87.95,95.39,87.95,72.44,112.74
08/06/2023,103.13,89.15,96.14,89.15,73.43,114.2
09/06/2023,114.45,96.92,105.68,96.92,79.83,124.34
12/06/2023,114.35,98.2,106.27,98.2,80.89,125.61
13/06/2023,124.03,102.29,113.16,102.29,84.25,134.53
14/06/2023,132.12,106.47,119.29,106.47,87.7,142.35
15/06/2023,134.56,108.54,121.55,108.54,89.4,144.16
16/06/2023,121.79,105.55,113.67,105.55,86.94,133.49
19/06/2023,121.93,105.45,113.69,105.45,86.86,133.56
20/06/2023,132.97,108.19,120.58,108.19,89.11,141.32
21/06/2023,127.13,106.75,116.94,106.75,87.93,137.81
22/06/2023,121.01,105.92,113.46,105.92,87.24,133.3
23/06/2023,116.5,104.84,110.67,104.84,86.36,129.1
26/06/2023,115.16,105.47,110.32,105.47,86.87,127.37
27/06/2023,118.46,105.42,111.94,105.42,86.83,130.79
28/06/2023,118.61,105.35,111.98,105.35,86.78,129.89
29/06/2023,118.67,105.34,112,105.34,86.77,130.3
30/06/2023,120.15,120.15,120.15,120.15,87.85,143.38
03/07/2023,117.47,123.15,120.31,123.15,90.04,138.68
04/07/2023,120.78,121.91,121.35,121.91,89.14,141.28
05/07/2023,117.21,121.86,119.54,121.86,89.1,140.8
06/07/2023,114.53,119.86,117.19,119.86,87.64,138.53
07/07/2023,115.31,120.49,117.9,120.49,88.1,139.74
10/07/2023,110.68,118.94,114.81,118.94,86.96,135.96
11/07/2023,106.75,116.46,111.6,116.46,85.15,132.36
12/07/2023,101.53,112.82,107.18,112.82,82.49,127.22
13/07/2023,101.8,111.01,106.4,111.01,81.17,126
14/07/2023,100.47,110.69,105.58,110.69,80.93,125.73
17/07/2023,98.01,110.96,104.49,110.96,81.13,125.39
18/07/2023,102.24,112.72,107.48,112.72,82.42,129.86
19/07/2023,103.65,112.55,108.1,112.55,82.29,130.92
20/07/2023,104.94,112.77,108.85,112.77,82.45,133.05
21/07/2023,106.22,113.7,109.96,113.7,83.13,131.84
24/07/2023,109.47,113.73,111.6,113.73,83.15,133.65
25/07/2023,111.49,113.75,112.62,113.75,83.17,137.32
26/07/2023,106.4,113.43,109.91,113.43,82.94,132.97
27/07/2023,103.73,113,108.36,113,82.62,131.31
28/07/2023,98.49,112.62,105.55,112.62,82.34,124.86
31/07/2023,99.13,112.09,105.61,112.09,81.96,125.34
01/08/2023,101.08,96.1,98.59,96.1,79.45,129.4
02/08/2023,102.72,96.77,99.74,96.77,80,128.25
03/08/2023,107.11,99.56,103.33,99.56,82.31,129.78
04/08/2023,104.75,98.63,101.69,98.63,81.54,127.44
07/08/2023,106.48,99.6,103.04,99.6,82.34,128.83
08/08/2023,108.14,101.3,104.72,101.3,83.75,131.61
09/08/2023,124.08,109.24,116.66,109.24,90.31,142.49
10/08/2023,119.52,107.89,113.71,107.89,89.2,139.12
11/08/2023,118.06,104.56,111.31,104.56,86.44,138.52
14/08/2023,115.53,104.19,109.86,104.19,86.14,137.99
15/08/2023,123.41,105,114.21,105,86.81,145.06
16/08/2023,122.86,108.13,115.49,108.13,89.4,145.5
17/08/2023,121.43,109.12,115.27,109.12,90.21,145.93
18/08/2023,119.14,107.95,113.54,107.95,89.25,145.33
21/08/2023,129.33,110.45,119.89,110.45,91.31,150.94
22/08/2023,136.15,112.18,124.16,112.18,92.74,155.05
23/08/2023,123.9,112.83,118.36,112.83,93.28,147.24
24/08/2023,113.75,111.26,112.5,111.26,91.98,137.13
25/08/2023,117.47,111.37,114.42,111.37,92.08,139.12
28/08/2023,123.71,112.47,118.09,112.47,92.98,143.25
29/08/2023,117.32,111.68,114.5,111.68,92.33,139.32
30/08/2023,119.11,111.89,115.5,111.89,92.5,141.12
31/08/2023,114.09,114.09,114.09,114.09,88.61,142.59
01/09/2023,118.98,112.15,115.56,112.15,87.1,141.42
04/09/2023,114.46,110.14,112.3,110.14,85.54,138.35
05/09/2023,114.73,108.71,111.72,108.71,84.43,138.02
06/09/2023,107.26,107.12,107.19,107.12,83.19,132.16
07/09/2023,110.44,107.74,109.09,107.74,83.67,133.96
08/09/2023,113.33,110.81,112.07,110.81,86.06,135.12
11/09/2023,115.34,113.18,114.26,113.18,87.9,136.35
12/09/2023,114.7,112.36,113.53,112.36,87.26,135.57
13/09/2023,119.23,113.52,116.38,113.52,88.16,139.26
14/09/2023,116.19,114.15,115.17,114.15,88.65,137.4
15/09/2023,117.49,114.52,116.01,114.52,88.94,138.09
18/09/2023,114.58,114.03,114.3,114.03,88.56,134.64
19/09/2023,116.96,114.54,115.75,114.54,88.96,135.65
20/09/2023,118.65,114.57,116.61,114.57,88.98,134.78
21/09/2023,122.35,115.86,119.1,115.86,89.98,136.03
22/09/2023,123.78,117.06,120.42,117.06,90.91,137.32
25/09/2023,130.18,115.94,123.06,115.94,90.04,140.94
26/09/2023,121.98,116.14,119.06,116.14,90.2,135.32
27/09/2023,119.54,115.69,117.61,115.69,89.85,134.35
28/09/2023,119.49,115.87,117.68,115.87,89.99,134.01
29/09/2023,118.65,115.7,117.17,115.7,89.86,131.61
02/10/2023,122.24,115.63,118.93,115.63,87.57,129.59
03/10/2023,117.69,109.54,113.61,109.54,82.96,125.07
04/10/2023,119.84,111.19,115.51,111.19,84.21,127.37
05/10/2023,116.73,110.98,113.85,110.98,84.05,125.53
06/10/2023,120.27,113.73,117,113.73,86.13,128.11
09/10/2023,132.06,123.91,127.99,123.91,93.84,136.33
10/10/2023,144.08,132.89,138.49,132.89,100.64,146.76
11/10/2023,138.89,131.46,135.18,131.46,99.56,142.53
12/10/2023,151.39,138.39,144.89,138.39,104.81,152.36
13/10/2023,153.5,141.48,147.49,141.48,107.15,156.17
16/10/2023,142.58,138.11,140.35,138.11,104.59,149.81
17/10/2023,141.5,134.47,137.99,134.47,101.84,148.09
18/10/2023,144.97,136.47,140.72,136.47,103.35,151.31
19/10/2023,143.45,135.53,139.49,135.53,102.64,151.34
20/10/2023,144.07,136.27,140.17,136.27,103.2,151.7
23/10/2023,143.02,136.14,139.58,136.14,103.1,151.34
24/10/2023,138.37,135.95,137.16,135.95,102.96,147.99
25/10/2023,140.18,136.23,138.2,136.23,103.17,146.73
26/10/2023,140.62,135.35,137.99,135.35,102.5,147.59
27/10/2023,138.44,134.58,136.51,134.58,101.92,147.09
30/10/2023,136.14,134.26,135.2,134.26,101.68,146.03
31/10/2023,126.17,126.17,126.17,126.17,94.23,137.08
01/11/2023,133.11,118.09,125.6,118.09,88.2,134.53
02/11/2023,133.09,115.56,124.32,115.56,86.31,135
03/11/2023,131.3,117.19,124.24,117.19,87.52,134.15
06/11/2023,124.5,115.37,119.93,115.37,86.17,127.92
07/11/2023,126.02,117.01,121.51,117.01,87.39,128.99
08/11/2023,127.13,118.18,122.65,118.18,88.26,128.7
09/11/2023,132.83,121.56,127.19,121.56,90.79,133.24
10/11/2023,129.38,118.24,123.81,118.24,88.31,130.51
13/11/2023,131.35,119.76,125.55,119.76,89.44,131.82
14/11/2023,132.62,118.42,125.52,118.42,88.44,132.19
15/11/2023,130.85,119.91,125.38,119.91,89.56,130.97
16/11/2023,127.32,119.2,123.26,119.2,89.03,127.62
17/11/2023,125.45,119.53,122.49,119.53,89.27,126.07
20/11/2023,127.6,120.16,123.88,120.16,89.74,127.2
21/11/2023,124.17,120.16,122.16,120.16,89.74,124.56
22/11/2023,124.92,120.52,122.72,120.52,90.01,125.34
23/11/2023,129.96,121.75,125.85,121.75,90.93,128.82
24/11/2023,128.01,121.95,124.98,121.95,91.08,128.51
27/11/2023,123.64,121.01,122.32,121.01,90.38,123.73
28/11/2023,121.59,121.56,121.57,121.56,90.79,121.28
29/11/2023,117.37,121.74,119.55,121.74,90.92,117.19
30/11/2023,116,116,116,116,89.86,116.87
01/12/2023,126.33,119.27,122.8,119.27,92.39,119.32
04/12/2023,119.26,116.59,117.92,116.59,90.32,114.17
05/12/2023,113.73,111.91,112.82,111.91,86.69,108.72
06/12/2023,115.1,112.49,113.79,112.49,87.14,110.67
07/12/2023,118.49,113.71,116.1,113.71,88.09,112.98
08/12/2023,113,112.12,112.56,112.12,86.86,109.91
11/12/2023,106.69,109.7,108.19,109.7,84.98,104.9
12/12/2023,107.14,108.46,107.8,108.46,84.02,103.7
13/12/2023,110.6,109.13,109.87,109.13,84.54,105.28
14/12/2023,106.98,107.71,107.35,107.71,83.44,103.74
15/12/2023,102.6,106.2,104.4,106.2,82.27,100.86
18/12/2023,106.83,107.17,107,107.17,83.02,104.09
19/12/2023,103.01,107.01,105.01,107.01,82.9,100.32
20/12/2023,107.29,107.3,107.29,107.3,83.12,103.46
21/12/2023,110.82,108.3,109.56,108.3,83.9,105.71
22/12/2023,112.79,109.43,111.11,109.43,84.77,107.11
25/12/2023,112.79,109.43,111.11,109.43,84.77,107.11
26/12/2023,112.79,109.43,111.11,109.43,84.77,107.11
27/12/2023,114.11,113.53,113.82,113.53,87.95,110.7
28/12/2023,110.45,114.46,112.46,114.46,88.67,106.33
29/12/2023,109.17,114.52,111.85,114.52,88.72,104.25
01/01/2024,109.17,114.52,111.85,114.52,88.72,104.25
02/01/2024,104.49,108.63,106.56,108.63,88.28,99.77
03/01/2024,110.24,111.78,111.01,111.78,90.84,103.17
04/01/2024,112.23,110.94,111.58,110.94,90.15,104.4
05/01/2024,113.84,112.17,113,112.17,91.15,106.28
08/01/2024,104.41,105.38,104.9,105.38,85.64,99.12
09/01/2024,102.13,102.16,102.15,102.16,83.02,97.47
10/01/2024,101.17,101.59,101.38,101.59,82.56,96.82
11/01/2024,99.91,100.76,100.33,100.76,81.88,95.55
12/01/2024,101.32,101.89,101.6,101.89,82.8,96.47
15/01/2024,98.19,101.64,99.91,101.64,82.6,94.42
16/01/2024,97.51,101.47,99.49,101.47,82.46,93.68
17/01/2024,93.05,99.45,96.25,99.45,80.82,90.65
18/01/2024,92.54,99.47,96,99.47,80.83,90.46
19/01/2024,94.03,99.83,96.93,99.83,81.12,91.65
22/01/2024,90.78,98.46,94.62,98.46,80.01,88.76
23/01/2024,91.97,98.84,95.4,98.84,80.32,89.34
24/01/2024,95.88,99.35,97.62,99.35,80.73,92.87
25/01/2024,92.44,99.4,95.92,99.4,80.78,90.26
